Text,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,DayOfWeek,TimePeriod,CleanedText,ComputedSentiment,ExtractedHashtags
 Kindness witnessed today restores my faith in humanity.  ,2023-03-03 11:30:00, KindnessPrevails2,Facebook, #Kindness #HumanityRestored                 ,22.0,45.0,Usa,2023,3,3,11,Friday,Morning,kindness witnessed today restores my faith in humanity,Neutral,"['#Kindness', '#HumanityRestored']"
 Pride in accomplishing personal and professional goals.  ,2023-03-03 14:30:00, GoalAchiever    ,Instagram, #Pride #Accomplishments                     ,12.0,25.0,Canada,2023,3,3,14,Friday,Afternoon,pride in accomplishing personal and professional goals,Neutral,"['#Pride', '#Accomplishments']"
 Shame for not being true to my values in a difficult situation.,2023-03-03 12:00:00, ReflectiveSelf3 ,Twitter, #Shame #Integrity                           ,15.0,30.0,Uk,2023,3,3,12,Friday,Afternoon,shame for not being true to my values in a difficult situation,Neutral,"['#Shame', '#Integrity']"
" Revisiting old memories, feeling a sense of elation. ",2010-05-15 15:30:00, NostalgiaFan    ,Twitter, #Elation #Memories                             ,20.0,40.0,Canada,2010,5,15,15,Saturday,Afternoon,revisiting old memories feeling a sense of elation,Neutral,"['#Elation', '#Memories']"
 The victory of our team brought euphoria to the city. ,2021-08-10 21:15:00, SportsFanatic   ,Instagram, #Euphoria #Victory                             ,15.0,30.0,Usa,2021,8,10,21,Tuesday,Evening,the victory of our team brought euphoria to the city,Neutral,"['#Euphoria', '#Victory']"
" Embracing the beauty of nature, a moment of contentment. ",2011-06-20 14:45:00, NatureLover2    ,Facebook, #Contentment #Nature                           ,25.0,50.0,India,2011,6,20,14,Monday,Afternoon,embracing the beauty of nature a moment of contentment,Neutral,"['#Contentment', '#Nature']"
" Meditating by the serene lake, finding inner peace.   ",2022-02-12 18:20:00, ZenMaster2      ,Twitter, #Serenity #Meditation                          ,18.0,35.0,Uk,2022,2,12,18,Saturday,Evening,meditating by the serene lake finding inner peace,Neutral,"['#Serenity', '#Meditation']"
 Overflowing with gratitude for life's blessings.      ,2012-11-25 10:00:00, ThankfulHeart   ,Instagram, #Gratitude #Blessed                            ,30.0,60.0,Australia,2012,11,25,10,Sunday,Morning,overflowing with gratitude for lifes blessings,Neutral,"['#Gratitude', '#Blessed']"
" Hopeful for a brighter tomorrow, despite challenges.  ",2013-04-05 19:30:00, OptimisticSoul  ,Facebook, #Hope #Optimism                                ,22.0,45.0,Usa,2013,4,5,19,Friday,Evening,hopeful for a brighter tomorrow despite challenges,Neutral,"['#Hope', '#Optimism']"
 Empowered to make a difference in my community.        ,2014-09-14 08:30:00, CommunityLeader ,Twitter, #Empowerment #Community                        ,15.0,30.0,Uk,2014,9,14,8,Sunday,Morning,empowered to make a difference in my community,Neutral,"['#Empowerment', '#Community']"
 Compassion in action: supporting a local charity event. ,2015-07-18 14:20:00, CharitySupporter,Instagram, #Compassion #CharityEvent                   ,18.0,35.0,Canada,2015,7,18,14,Saturday,Afternoon,compassion in action supporting a local charity event,Positive,"['#Compassion', '#CharityEvent']"
" A moment of tenderness, connecting with loved ones.    ",2016-02-23 19:45:00, LovingHeart     ,Facebook, #Tenderness #FamilyTime                       ,25.0,50.0,Uk,2016,2,23,19,Tuesday,Evening,a moment of tenderness connecting with loved ones,Positive,"['#Tenderness', '#FamilyTime']"
 Arousal of excitement as I await a special announcement.,2017-10-30 11:30:00, ExcitementFan   ,Twitter, #Arousal #Excitement                           ,20.0,40.0,Australia,2017,10,30,11,Monday,Morning,arousal of excitement as i await a special announcement,Positive,"['#Arousal', '#Excitement']"
 Enthusiastically diving into a new project.            ,2018-06-15 16:00:00, ProjectEnthusiast,Instagram, #Enthusiasm #NewProject                       ,15.0,30.0,Usa,2018,6,15,16,Friday,Afternoon,enthusiastically diving into a new project,Positive,"['#Enthusiasm', '#NewProject']"
 Feeling a sense of fulfillment after reaching a milestone.,2019-03-28 18:20:00, MilestoneAchiever,Facebook, #Fulfillment #Milestone                       ,22.0,45.0,India,2019,3,28,18,Thursday,Evening,feeling a sense of fulfillment after reaching a milestone,Neutral,"['#Fulfillment', '#Milestone']"
 Reverence for the beauty of a historic landmark.       ,2019-11-11 15:00:00, HistoryLover    ,Twitter, #Reverence #History                           ,18.0,35.0,Uk,2019,11,11,15,Monday,Afternoon,reverence for the beauty of a historic landmark,Neutral,"['#Reverence', '#History']"
 Elation after a surprise reunion with old friends.    ,2020-04-02 09:30:00, JoyfulReunion2  ,Instagram, #Elation #OldFriends                          ,25.0,50.0,Canada,2020,4,2,9,Thursday,Morning,elation after a surprise reunion with old friends,Neutral,"['#Elation', '#OldFriends']"
 The euphoria of a live music concert under the stars.  ,2021-06-19 14:45:00, MusicEnthusiast ,Facebook, #Euphoria #LiveMusic                          ,15.0,30.0,Usa,2021,6,19,14,Saturday,Afternoon,the euphoria of a live music concert under the stars,Positive,"['#Euphoria', '#LiveMusic']"
 Contentment in the simplicity of a quiet Sunday.       ,2010-08-15 10:00:00, SimpleJoys      ,Twitter, #Contentment #SundayMood                      ,30.0,60.0,Australia,2010,8,15,10,Sunday,Morning,contentment in the simplicity of a quiet sunday,Neutral,"['#Contentment', '#SundayMood']"
 Serenity found in the pages of a favorite book.        ,2011-09-22 19:30:00, BookLover3      ,Instagram, #Serenity #BookTime                           ,22.0,45.0,Uk,2011,9,22,19,Thursday,Evening,serenity found in the pages of a favorite book,Positive,"['#Serenity', '#BookTime']"
 Gratitude for the support received during tough times. ,2012-03-10 08:30:00, SupportiveFriend,Facebook, #Gratitude #Supportive                        ,15.0,30.0,India,2012,3,10,8,Saturday,Morning,gratitude for the support received during tough times,Negative,"['#Gratitude', '#Supportive']"
 Hopeful about the possibilities of a new journey.      ,2013-12-05 16:00:00, JourneyOptimist ,Twitter, #Hope #NewBeginnings                          ,18.0,35.0,Canada,2013,12,5,16,Thursday,Afternoon,hopeful about the possibilities of a new journey,Positive,"['#Hope', '#NewBeginnings']"
 Empowerment through learning and personal growth.      ,2014-07-20 11:30:00, GrowthSeeker    ,Instagram, #Empowerment #PersonalGrowth                  ,25.0,50.0,Usa,2014,7,20,11,Sunday,Morning,empowerment through learning and personal growth,Neutral,"['#Empowerment', '#PersonalGrowth']"
 Compassion towards those in need during the holidays.  ,2015-12-22 14:20:00, HolidayHelper   ,Facebook, #Compassion #HolidaySupport                   ,18.0,35.0,Usa,2015,12,22,14,Tuesday,Afternoon,compassion towards those in need during the holidays,Neutral,"['#Compassion', '#HolidaySupport']"
 Tenderness in the warmth of a cozy winter evening.     ,2016-02-10 19:45:00, WinterWarmth    ,Twitter, #Tenderness #CozyEvening                     ,25.0,50.0,Uk,2016,2,10,19,Wednesday,Evening,tenderness in the warmth of a cozy winter evening,Negative,"['#Tenderness', '#CozyEvening']"
 Arousal of excitement for an upcoming adventure.       ,2017-04-30 11:30:00, AdventureAwaits ,Instagram, #Arousal #AdventureTime                       ,20.0,40.0,Australia,2017,4,30,11,Sunday,Morning,arousal of excitement for an upcoming adventure,Neutral,"['#Arousal', '#AdventureTime']"
 Enthusiasm for a creative project in the making.       ,2018-09-15 16:00:00, CreativeSpirit  ,Facebook, #Enthusiasm #Creativity                       ,15.0,30.0,Canada,2018,9,15,16,Saturday,Afternoon,enthusiasm for a creative project in the making,Positive,"['#Enthusiasm', '#Creativity']"
 Fulfillment in completing a challenging workout routine.,2019-06-28 18:20:00, FitnessAchiever ,Twitter, #Fulfillment #FitnessGoals                   ,22.0,45.0,India,2019,6,28,18,Friday,Evening,fulfillment in completing a challenging workout routine,Positive,"['#Fulfillment', '#FitnessGoals']"
 Reverence for the artistry displayed in a museum.      ,2020-11-11 15:00:00, ArtAppreciator  ,Instagram, #Reverence #ArtAppreciation                  ,18.0,35.0,Uk,2020,11,11,15,Wednesday,Afternoon,reverence for the artistry displayed in a museum,Neutral,"['#Reverence', '#ArtAppreciation']"
 Elation after achieving a personal goal.               ,2021-03-02 09:30:00, GoalAchiever2   ,Facebook, #Elation #PersonalAchievement                ,25.0,50.0,Usa,2021,3,2,9,Tuesday,Morning,elation after achieving a personal goal,Neutral,"['#Elation', '#PersonalAchievement']"
 Elation over discovering a hidden gem in the city.   ,2012-02-18 14:30:00, UrbanExplorer2  ,Twitter, #Elation #HiddenGem                            ,20.0,40.0,Usa,2012,2,18,14,Saturday,Afternoon,elation over discovering a hidden gem in the city,Negative,"['#Elation', '#HiddenGem']"
 The euphoria of a surprise birthday celebration.     ,2018-11-05 21:45:00, BirthdayJoy     ,Instagram, #Euphoria #BirthdaySurprise                   ,15.0,30.0,Uk,2018,11,5,21,Monday,Evening,the euphoria of a surprise birthday celebration,Neutral,"['#Euphoria', '#BirthdaySurprise']"
 Contentment in the simplicity of a home-cooked meal. ,2015-09-12 13:20:00, HomeChef        ,Facebook, #Contentment #HomeCooking                     ,25.0,50.0,India,2015,9,12,13,Saturday,Afternoon,contentment in the simplicity of a homecooked meal,Neutral,"['#Contentment', '#HomeCooking']"
 Serenity found in the melody of a peaceful piano.    ,2016-07-30 18:10:00, MusicLover4     ,Twitter, #Serenity #PeacefulMelody                    ,18.0,35.0,Canada,2016,7,30,18,Saturday,Evening,serenity found in the melody of a peaceful piano,Positive,"['#Serenity', '#PeacefulMelody']"
 Gratitude for the supportive community around me.    ,2013-04-20 10:30:00, CommunityLove   ,Instagram, #Gratitude #CommunitySupport                   ,30.0,60.0,Usa,2013,4,20,10,Saturday,Morning,gratitude for the supportive community around me,Positive,"['#Gratitude', '#CommunitySupport']"
 Hopeful about the prospects of a new business venture.,2017-12-08 19:15:00, EntrepreneurHope,Facebook, #Hope #BusinessVenture                        ,22.0,45.0,Canada,2017,12,8,19,Friday,Evening,hopeful about the prospects of a new business venture,Positive,"['#Hope', '#BusinessVenture']"
 Empowerment through mentoring and guiding others.    ,2014-06-03 08:20:00, MentorEmpower   ,Twitter, #Empowerment #Mentorship                      ,15.0,30.0,Uk,2014,6,3,8,Tuesday,Morning,empowerment through mentoring and guiding others,Neutral,"['#Empowerment', '#Mentorship']"
 Compassion shown through acts of kindness in the community.,2019-01-15 14:50:00, KindnessInAction,Instagram, #Compassion #CommunityKindness               ,18.0,35.0,Australia,2019,1,15,14,Tuesday,Afternoon,compassion shown through acts of kindness in the community,Neutral,"['#Compassion', '#CommunityKindness']"
 Tenderness in a heartfelt message to a loved one.    ,2016-12-25 19:30:00, LoveExpress     ,Facebook, #Tenderness #LoveNote                         ,25.0,50.0,Uk,2016,12,25,19,Sunday,Evening,tenderness in a heartfelt message to a loved one,Positive,"['#Tenderness', '#LoveNote']"
 Arousal of excitement before a much-awaited trip.    ,2018-03-10 09:45:00, TravelExcitement,Twitter, #Arousal #TravelAdventure                     ,20.0,40.0,India,2018,3,10,9,Saturday,Morning,arousal of excitement before a muchawaited trip,Neutral,"['#Arousal', '#TravelAdventure']"
 Enthusiasm for a new artistic project in the works.  ,2020-09-17 16:30:00, ArtisticSpirit  ,Instagram, #Enthusiasm #ArtisticProject                 ,15.0,30.0,Usa,2020,9,17,16,Thursday,Afternoon,enthusiasm for a new artistic project in the works,Positive,"['#Enthusiasm', '#ArtisticProject']"
 Feeling a sense of fulfillment after helping others. ,2011-08-28 18:45:00, HelperHeart     ,Facebook, #Fulfillment #HelpingOthers                  ,22.0,45.0,Canada,2011,8,28,18,Sunday,Evening,feeling a sense of fulfillment after helping others,Neutral,"['#Fulfillment', '#HelpingOthers']"
 Reverence for the historical significance of a landmark.,2017-11-01 15:30:00, HistoryBuff     ,Twitter, #Reverence #HistoricalSite                   ,18.0,35.0,Australia,2017,11,1,15,Wednesday,Afternoon,reverence for the historical significance of a landmark,Neutral,"['#Reverence', '#HistoricalSite']"
 Elation after achieving a fitness milestone.         ,2019-06-15 10:00:00, FitnessAchiever2,Instagram, #Elation #FitnessMilestone                   ,25.0,50.0,Uk,2019,6,15,10,Saturday,Morning,elation after achieving a fitness milestone,Neutral,"['#Elation', '#FitnessMilestone']"
 The euphoria of a successful product launch.         ,2022-04-03 11:45:00, ProductLaunchJoy,Facebook, #Euphoria #ProductLaunchSuccess              ,15.0,30.0,Usa,2022,4,3,11,Sunday,Morning,the euphoria of a successful product launch,Positive,"['#Euphoria', '#ProductLaunchSuccess']"
 Contentment in the embrace of a loved one.           ,2010-11-12 20:20:00, LovingEmbrace   ,Twitter, #Contentment #Love                             ,30.0,60.0,India,2010,11,12,20,Friday,Evening,contentment in the embrace of a loved one,Positive,"['#Contentment', '#Love']"
 Serenity found in the beauty of a sunset by the sea.  ,2011-07-22 18:30:00, SunsetWatcher2  ,Instagram, #Serenity #SunsetViews                       ,22.0,45.0,Canada,2011,7,22,18,Friday,Evening,serenity found in the beauty of a sunset by the sea,Neutral,"['#Serenity', '#SunsetViews']"
 Gratitude for the small joys that each day brings.   ,2012-03-30 11:20:00, JoyfulHeart2    ,Facebook, #Gratitude #SmallJoys                        ,15.0,30.0,Australia,2012,3,30,11,Friday,Morning,gratitude for the small joys that each day brings,Negative,"['#Gratitude', '#SmallJoys']"
 Hopeful about the potential for personal growth.      ,2013-10-05 16:40:00, GrowthOptimist  ,Twitter, #Hope #PersonalDevelopment                    ,18.0,35.0,Uk,2013,10,5,16,Saturday,Afternoon,hopeful about the potential for personal growth,Neutral,"['#Hope', '#PersonalDevelopment']"
 Empowerment through learning a new skill.            ,2014-07-10 13:15:00, SkillEmpower    ,Instagram, #Empowerment #SkillBuilding                   ,25.0,50.0,India,2014,7,10,13,Thursday,Afternoon,empowerment through learning a new skill,Positive,"['#Empowerment', '#SkillBuilding']"
 Compassion in volunteering for a local charity.       ,2015-12-18 14:20:00, CharityVolunteer,Facebook, #Compassion #VolunteerWork                   ,18.0,35.0,Usa,2015,12,18,14,Friday,Afternoon,compassion in volunteering for a local charity,Neutral,"['#Compassion', '#VolunteerWork']"
 Tenderness in a quiet moment shared with a pet.      ,2016-02-10 19:45:00, PetLove         ,Twitter, #Tenderness #PetLove                          ,25.0,50.0,Canada,2016,2,10,19,Wednesday,Evening,tenderness in a quiet moment shared with a pet,Neutral,"['#Tenderness', '#PetLove']"
 Arousal of excitement for an upcoming festival.       ,2017-09-25 11:30:00, FestivalFan     ,Instagram, #Arousal #FestivalExcitement               ,20.0,40.0,Uk,2017,9,25,11,Monday,Morning,arousal of excitement for an upcoming festival,Neutral,"['#Arousal', '#FestivalExcitement']"
 Enthusiasm for a DIY home improvement project.       ,2018-04-15 16:00:00, DIYEnthusiast   ,Facebook, #Enthusiasm #HomeImprovement                 ,15.0,30.0,Australia,2018,4,15,16,Sunday,Afternoon,enthusiasm for a diy home improvement project,Neutral,"['#Enthusiasm', '#HomeImprovement']"
 Fulfillment in completing a challenging puzzle.      ,2019-11-28 18:20:00, PuzzleMaster    ,Twitter, #Fulfillment #PuzzleChallenge                ,22.0,45.0,India,2019,11,28,18,Thursday,Evening,fulfillment in completing a challenging puzzle,Positive,"['#Fulfillment', '#PuzzleChallenge']"
